School ID,School Name,Year,Graduates,Enrollments,Enrollment Pct
609674,CHICAGO VOCATIONAL HS,2019,200,97,0.485
609674,CHICAGO VOCATIONAL HS,2020,129,37,0.287
609674,CHICAGO VOCATIONAL HS,2016,199,85,0.427
609676,DUNBAR HS,2010,301,153,0.508
609676,DUNBAR HS,2011,204,132,0.647
609676,DUNBAR HS,2012,308,201,0.653
609676,DUNBAR HS,2013,306,166,0.542
609676,DUNBAR HS,2014,223,128,0.574
609676,DUNBAR HS,2015,200,87,0.435
609676,DUNBAR HS,2017,151,78,0.517
609676,DUNBAR HS,2018,99,57,0.576
609676,DUNBAR HS,2019,76,53,0.697
609676,DUNBAR HS,2020,72,28,0.389
609676,DUNBAR HS,2016,167,63,0.377
609678,JONES HS,2010,164,139,0.848
609678,JONES HS,2011,188,165,0.878
609678,JONES HS,2012,209,185,0.885
609678,JONES HS,2013,227,201,0.885
609678,JONES HS,2014,209,183,0.876
609678,JONES HS,2015,205,179,0.873
609678,JONES HS,2017,430,382,0.888
609678,JONES HS,2018,463,400,0.864
609678,JONES HS,2019,435,383,0.88
609678,JONES HS,2020,445,393,0.883
609678,JONES HS,2016,268,228,0.851
609679,PROSSER HS,2010,274,156,0.569
609679,PROSSER HS,2011,285,160,0.561
609679,PROSSER HS,2012,327,202,0.618
609679,PROSSER HS,2013,308,199,0.646
609679,PROSSER HS,2014,298,184,0.617
609679,PROSSER HS,2015,289,192,0.664
609679,PROSSER HS,2017,314,228,0.726
609679,PROSSER HS,2018,293,224,0.765
609679,PROSSER HS,2019,298,211,0.708
609679,PROSSER HS,2020,288,206,0.715
609679,PROSSER HS,2016,365,246,0.674
609680,PAYTON HS,2010,166,137,0.825
609680,PAYTON HS,2011,249,209,0.839
609680,PAYTON HS,2012,215,188,0.874
609680,PAYTON HS,2013,248,206,0.831
609680,PAYTON HS,2014,135,113,0.837
609680,PAYTON HS,2015,228,200,0.877
609680,PAYTON HS,2017,222,205,0.923
609680,PAYTON HS,2018,219,202,0.922
609680,PAYTON HS,2019,213,198,0.93
609680,PAYTON HS,2020,283,251,0.887
609680,PAYTON HS,2016,199,164,0.824
609682,RICHARDS HS,2010,102,44,0.431
609682,RICHARDS HS,2011,95,49,0.516
609682,RICHARDS HS,2012,99,41,0.414
609682,RICHARDS HS,2013,99,23,0.232
609682,RICHARDS HS,2014,70,30,0.429
609682,RICHARDS HS,2015,78,37,0.474
609682,RICHARDS HS,2017,42,20,0.476
609682,RICHARDS HS,2018,45,17,0.378
609682,RICHARDS HS,2019,55,22,0.4
609682,RICHARDS HS,2020,45,18,0.4
609682,RICHARDS HS,2016,73,37,0.507
609691,NORTH-GRAND HS,2010,181,75,0.414
609691,NORTH-GRAND HS,2011,188,96,0.511
609691,NORTH-GRAND HS,2012,205,110,0.537
609691,NORTH-GRAND HS,2013,198,103,0.52
609691,NORTH-GRAND HS,2014,168,78,0.464
609691,NORTH-GRAND HS,2015,190,81,0.426
609691,NORTH-GRAND HS,2017,184,126,0.685
609691,NORTH-GRAND HS,2018,196,133,0.679
609691,NORTH-GRAND HS,2019,217,140,0.645
609691,NORTH-GRAND HS,2020,181,101,0.558
609691,NORTH-GRAND HS,2016,227,117,0.515
609692,SIMEON HS,2010,254,187,0.736
609692,SIMEON HS,2011,294,222,0.755
609692,SIMEON HS,2012,294,197,0.67
609692,SIMEON HS,2013,310,220,0.71
609692,SIMEON HS,2014,313,205,0.655
609692,SIMEON HS,2015,280,177,0.632
609692,SIMEON HS,2017,303,202,0.667
609692,SIMEON HS,2018,288,178,0.618
609692,SIMEON HS,2019,226,140,0.619
609692,SIMEON HS,2020,240,116,0.483
609692,SIMEON HS,2016,324,200,0.617
609693,WESTINGHOUSE HS,2010,0,0,0
609693,WESTINGHOUSE HS,2011,0,0,0
609693,WESTINGHOUSE HS,2012,0,0,0
609693,WESTINGHOUSE HS,2013,230,181,0.787
609693,WESTINGHOUSE HS,2014,272,215,0.79
609693,WESTINGHOUSE HS,2015,240,184,0.767
609693,WESTINGHOUSE HS,2017,262,237,0.905
609693,WESTINGHOUSE HS,2018,263,231,0.878
609693,WESTINGHOUSE HS,2019,259,234,0.903
609693,WESTINGHOUSE HS,2020,261,225,0.862
609693,WESTINGHOUSE HS,2016,278,219,0.788
609694,HANCOCK HS,2010,161,74,0.46
609694,HANCOCK HS,2011,183,90,0.492
609694,HANCOCK HS,2012,193,92,0.477
609694,HANCOCK HS,2013,229,147,0.642
609694,HANCOCK HS,2014,201,100,0.498
609694,HANCOCK HS,2015,228,133,0.583
609694,HANCOCK HS,2017,200,162,0.81
609694,HANCOCK HS,2018,206,159,0.772
609694,HANCOCK HS,2019,200,172,0.86
609694,HANCOCK HS,2020,220,161,0.732
609694,HANCOCK HS,2016,215,128,0.595
609695,AMUNDSEN HS,2010,294,145,0.493
609695,AMUNDSEN HS,2011,343,183,0.534
609695,AMUNDSEN HS,2012,354,172,0.486
609695,AMUNDSEN HS,2013,326,170,0.521
609695,AMUNDSEN HS,2014,337,193,0.573
609695,AMUNDSEN HS,2015,228,124,0.544
609695,AMUNDSEN HS,2017,225,159,0.707
609695,AMUNDSEN HS,2018,239,183,0.766
609695,AMUNDSEN HS,2019,276,193,0.699
609695,AMUNDSEN HS,2020,253,172,0.68
609695,AMUNDSEN HS,2016,225,144,0.64
609698,BOGAN HS,2010,336,168,0.5
609698,BOGAN HS,2011,278,147,0.529
609698,BOGAN HS,2012,358,190,0.531
609698,BOGAN HS,2013,361,175,0.485
609698,BOGAN HS,2014,325,133,0.409
609698,BOGAN HS,2015,280,153,0.546
609698,BOGAN HS,2017,160,93,0.581
609698,BOGAN HS,2018,170,91,0.535
609698,BOGAN HS,2019,173,100,0.578
609698,BOGAN HS,2020,152,75,0.493
609698,BOGAN HS,2016,193,92,0.477
609704,FARRAGUT HS,2010,300,98,0.327
609704,FARRAGUT HS,2011,271,102,0.376
609704,FARRAGUT HS,2012,273,104,0.381
609704,FARRAGUT HS,2013,288,95,0.33
609704,FARRAGUT HS,2014,225,64,0.284
609704,FARRAGUT HS,2015,222,84,0.378
609704,FARRAGUT HS,2017,170,79,0.465
609704,FARRAGUT HS,2018,156,85,0.545
609704,FARRAGUT HS,2019,146,82,0.562
609704,FARRAGUT HS,2020,115,52,0.452
609704,FARRAGUT HS,2016,171,68,0.398
609705,FENGER HS,2010,183,67,0.366
609705,FENGER HS,2011,166,75,0.452
609705,FENGER HS,2012,180,69,0.383
609705,FENGER HS,2013,135,62,0.459
609705,FENGER HS,2014,91,41,0.451
609705,FENGER HS,2015,69,20,0.29
609705,FENGER HS,2017,51,25,0.49
609705,FENGER HS,2018,54,24,0.444
609705,FENGER HS,2019,36,23,0.639
609705,FENGER HS,2020,57,20,0.351
609705,FENGER HS,2016,69,28,0.406
609708,FOREMAN HS,2010,317,123,0.388
609708,FOREMAN HS,2011,315,126,0.4
609708,FOREMAN HS,2012,346,136,0.393
609708,FOREMAN HS,2013,317,147,0.464
609708,FOREMAN HS,2014,286,115,0.402
609708,FOREMAN HS,2015,224,100,0.446
609708,FOREMAN HS,2017,205,112,0.546
609708,FOREMAN HS,2018,172,100,0.581
609708,FOREMAN HS,2019,153,85,0.556
609708,FOREMAN HS,2020,154,77,0.5
609708,FOREMAN HS,2016,231,101,0.437
609709,GAGE PARK HS,2010,306,123,0.402
609709,GAGE PARK HS,2011,226,93,0.412
609709,GAGE PARK HS,2012,242,82,0.339
609709,GAGE PARK HS,2013,197,64,0.325
609709,GAGE PARK HS,2014,136,40,0.294
609709,GAGE PARK HS,2015,124,27,0.218
609709,GAGE PARK HS,2017,66,27,0.409
609709,GAGE PARK HS,2018,77,33,0.429
609709,GAGE PARK HS,2019,55,24,0.436
609709,GAGE PARK HS,2020,50,24,0.48
609709,GAGE PARK HS,2016,97,46,0.474
609710,HARLAN HS,2010,182,100,0.549
609710,HARLAN HS,2011,206,119,0.578
609710,HARLAN HS,2012,195,106,0.544
609710,HARLAN HS,2013,222,114,0.514
609710,HARLAN HS,2014,206,119,0.578
609710,HARLAN HS,2015,150,72,0.48
609710,HARLAN HS,2017,138,86,0.623
609710,HARLAN HS,2018,93,45,0.484
609710,HARLAN HS,2019,65,30,0.462
609710,HARLAN HS,2020,72,22,0.306
609710,HARLAN HS,2016,115,44,0.383
609711,HARPER HS,2010,123,47,0.382
609711,HARPER HS,2011,103,40,0.388
609711,HARPER HS,2012,120,51,0.425
609711,HARPER HS,2013,133,44,0.331
609711,HARPER HS,2014,103,37,0.359
609711,HARPER HS,2015,72,23,0.319
609711,HARPER HS,2017,36,23,0.639
609711,HARPER HS,2018,28,13,0.464
609711,HARPER HS,2019,29,15,0.517
609711,HARPER HS,2020,25,13,0.52
609711,HARPER HS,2016,53,22,0.415
609712,HIRSCH HS,2010,124,54,0.435
609712,HIRSCH HS,2011,108,60,0.556
609712,HIRSCH HS,2012,107,50,0.467
609712,HIRSCH HS,2013,57,15,0.263
609712,HIRSCH HS,2014,52,14,0.269
609712,HIRSCH HS,2015,42,17,0.405
609712,HIRSCH HS,2017,32,15,0.469
609712,HIRSCH HS,2018,38,11,0.289
609712,HIRSCH HS,2019,21,8,0.381
609712,HIRSCH HS,2020,11,3,0.273
609712,HIRSCH HS,2016,32,7,0.219
609713,HYDE PARK HS,2010,330,179,0.542
609713,HYDE PARK HS,2011,295,187,0.634
609713,HYDE PARK HS,2012,305,177,0.58
609713,HYDE PARK HS,2013,237,121,0.511
609713,HYDE PARK HS,2014,202,103,0.51
609713,HYDE PARK HS,2015,172,82,0.477
609713,HYDE PARK HS,2017,116,81,0.698
609713,HYDE PARK HS,2018,189,116,0.614
609713,HYDE PARK HS,2019,161,82,0.509
609713,HYDE PARK HS,2020,124,65,0.524
609713,HYDE PARK HS,2016,151,87,0.576
609715,KELLY HS,2010,572,257,0.449
609715,KELLY HS,2011,545,292,0.536
609715,KELLY HS,2012,565,285,0.504
609715,KELLY HS,2013,515,254,0.493
609715,KELLY HS,2014,578,302,0.522
609715,KELLY HS,2015,497,274,0.551
609715,KELLY HS,2017,439,284,0.647
609715,KELLY HS,2018,360,240,0.667
609715,KELLY HS,2019,425,275,0.647
609715,KELLY HS,2020,357,198,0.555
609715,KELLY HS,2016,496,268,0.54
609716,KELVYN PARK HS,2010,267,94,0.352
609716,KELVYN PARK HS,2011,278,101,0.363
609716,KELVYN PARK HS,2012,215,86,0.4
609716,KELVYN PARK HS,2013,218,94,0.431
609716,KELVYN PARK HS,2014,189,66,0.349
609716,KELVYN PARK HS,2015,185,67,0.362
609716,KELVYN PARK HS,2017,88,36,0.409
609716,KELVYN PARK HS,2018,78,31,0.397
609716,KELVYN PARK HS,2019,48,28,0.583
609716,KELVYN PARK HS,2020,55,22,0.4
609716,KELVYN PARK HS,2016,126,40,0.317
609718,KENNEDY HS,2010,280,144,0.514
609718,KENNEDY HS,2011,264,136,0.515
609718,KENNEDY HS,2012,301,161,0.535
609718,KENNEDY HS,2013,271,159,0.587
609718,KENNEDY HS,2014,278,151,0.543
609718,KENNEDY HS,2015,311,185,0.595
609718,KENNEDY HS,2017,340,236,0.694
609718,KENNEDY HS,2018,349,248,0.711
609718,KENNEDY HS,2019,368,277,0.753
609718,KENNEDY HS,2020,346,245,0.708
609718,KENNEDY HS,2016,316,208,0.658
609719,LAKE VIEW HS,2010,358,218,0.609
609719,LAKE VIEW HS,2011,383,252,0.658
609719,LAKE VIEW HS,2012,279,185,0.663
609719,LAKE VIEW HS,2013,386,261,0.676
609719,LAKE VIEW HS,2014,370,253,0.684
609719,LAKE VIEW HS,2015,312,205,0.657
609719,LAKE VIEW HS,2017,269,178,0.662
609719,LAKE VIEW HS,2018,303,231,0.762
609719,LAKE VIEW HS,2019,297,214,0.721
609719,LAKE VIEW HS,2020,314,210,0.669
609719,LAKE VIEW HS,2016,276,181,0.656
609720,LANE TECH HS,2010,955,763,0.799
609720,LANE TECH HS,2011,940,754,0.802
609720,LANE TECH HS,2012,945,770,0.815
609720,LANE TECH HS,2013,956,818,0.856
609720,LANE TECH HS,2014,947,815,0.861
609720,LANE TECH HS,2015,1077,915,0.85
609720,LANE TECH HS,2017,850,787,0.926
609720,LANE TECH HS,2018,915,817,0.893
609720,LANE TECH HS,2019,1044,936,0.897
609720,LANE TECH HS,2020,882,789,0.895
609720,LANE TECH HS,2016,753,654,0.869
609722,MANLEY HS,2010,139,68,0.489
609722,MANLEY HS,2011,103,52,0.505
609722,MANLEY HS,2012,141,59,0.418
609722,MANLEY HS,2013,102,33,0.324
609722,MANLEY HS,2014,76,26,0.342
609722,MANLEY HS,2015,78,28,0.359
609722,MANLEY HS,2017,48,20,0.417
609722,MANLEY HS,2018,29,16,0.552
609722,MANLEY HS,2019,20,3,0.15
609722,MANLEY HS,2020,17,4,0.235
609722,MANLEY HS,2016,55,17,0.309
609723,MARSHALL HS,2010,131,55,0.42
609723,MARSHALL HS,2011,143,59,0.413
609723,MARSHALL HS,2012,144,67,0.465
609723,MARSHALL HS,2013,148,41,0.277
609723,MARSHALL HS,2014,101,46,0.455
609723,MARSHALL HS,2015,89,39,0.438
609723,MARSHALL HS,2017,76,48,0.632
609723,MARSHALL HS,2018,78,27,0.346
609723,MARSHALL HS,2019,64,23,0.359
609723,MARSHALL HS,2020,57,22,0.386
609723,MARSHALL HS,2016,92,40,0.435
609724,MATHER HS,2010,284,157,0.553
609724,MATHER HS,2011,296,192,0.649
609724,MATHER HS,2012,310,179,0.577
609724,MATHER HS,2013,360,224,0.622
609724,MATHER HS,2014,315,191,0.606
609724,MATHER HS,2015,320,212,0.663
609724,MATHER HS,2017,325,227,0.698
609724,MATHER HS,2018,323,240,0.743
609724,MATHER HS,2019,321,238,0.741
609724,MATHER HS,2020,291,211,0.725
609724,MATHER HS,2016,345,225,0.652
609725,MORGAN PARK HS,2010,315,243,0.771
609725,MORGAN PARK HS,2011,283,213,0.753
609725,MORGAN PARK HS,2012,270,190,0.704
609725,MORGAN PARK HS,2013,309,213,0.689
609725,MORGAN PARK HS,2014,307,227,0.739
609725,MORGAN PARK HS,2015,253,169,0.668
609725,MORGAN PARK HS,2017,235,154,0.655
609725,MORGAN PARK HS,2018,275,209,0.76
609725,MORGAN PARK HS,2019,251,174,0.693
609725,MORGAN PARK HS,2020,256,153,0.598
609725,MORGAN PARK HS,2016,270,188,0.696
609726,BROOKS HS,2010,165,136,0.824
609726,BROOKS HS,2011,177,151,0.853
609726,BROOKS HS,2012,171,137,0.801
609726,BROOKS HS,2013,178,152,0.854
609726,BROOKS HS,2014,186,158,0.849
609726,BROOKS HS,2015,175,149,0.851
609726,BROOKS HS,2017,200,170,0.85
609726,BROOKS HS,2018,173,138,0.798
609726,BROOKS HS,2019,208,168,0.808
609726,BROOKS HS,2020,204,164,0.804
609726,BROOKS HS,2016,189,169,0.894
609727,PHILLIPS HS,2010,123,52,0.423
609727,PHILLIPS HS,2011,55,21,0.382
609727,PHILLIPS HS,2012,97,52,0.536
609727,PHILLIPS HS,2013,71,30,0.423
609727,PHILLIPS HS,2014,104,58,0.558
609727,PHILLIPS HS,2015,101,56,0.554
609727,PHILLIPS HS,2017,92,64,0.696
609727,PHILLIPS HS,2018,111,74,0.667
609727,PHILLIPS HS,2019,113,71,0.628
609727,PHILLIPS HS,2020,135,78,0.578
609727,PHILLIPS HS,2016,103,59,0.573
609728,ROOSEVELT HS,2010,279,119,0.427
609728,ROOSEVELT HS,2011,265,119,0.449
609728,ROOSEVELT HS,2012,238,113,0.475
609728,ROOSEVELT HS,2013,238,103,0.433
609728,ROOSEVELT HS,2014,234,112,0.479
609728,ROOSEVELT HS,2015,279,106,0.38
609728,ROOSEVELT HS,2017,233,154,0.661
609728,ROOSEVELT HS,2018,220,148,0.673
609728,ROOSEVELT HS,2019,169,106,0.627
609728,ROOSEVELT HS,2020,197,113,0.574
609728,ROOSEVELT HS,2016,232,135,0.582
609729,SCHURZ HS,2010,396,158,0.399
609729,SCHURZ HS,2011,350,143,0.409
609729,SCHURZ HS,2012,408,193,0.473
609729,SCHURZ HS,2013,422,210,0.498
609729,SCHURZ HS,2014,434,184,0.424
609729,SCHURZ HS,2015,457,229,0.501
609729,SCHURZ HS,2017,437,258,0.59
609729,SCHURZ HS,2018,412,263,0.638
609729,SCHURZ HS,2019,279,179,0.642
609729,SCHURZ HS,2020,323,180,0.557
609729,SCHURZ HS,2016,476,224,0.471
609730,SENN HS,2010,195,99,0.508
609730,SENN HS,2011,159,75,0.472
609730,SENN HS,2012,218,116,0.532
609730,SENN HS,2013,167,94,0.563
609730,SENN HS,2014,194,101,0.521
609730,SENN HS,2015,224,133,0.594
609730,SENN HS,2017,291,219,0.753
609730,SENN HS,2018,312,250,0.801
609730,SENN HS,2019,251,194,0.773
609730,SENN HS,2020,325,225,0.692
609730,SENN HS,2016,275,197,0.716
609732,STEINMETZ HS,2010,367,168,0.458
609732,STEINMETZ HS,2011,340,159,0.468
609732,STEINMETZ HS,2012,340,164,0.482
609732,STEINMETZ HS,2013,373,184,0.493
609732,STEINMETZ HS,2014,359,180,0.501
609732,STEINMETZ HS,2015,363,172,0.474
609732,STEINMETZ HS,2017,315,214,0.679
609732,STEINMETZ HS,2018,296,187,0.632
609732,STEINMETZ HS,2019,228,131,0.575
609732,STEINMETZ HS,2020,268,142,0.53
609732,STEINMETZ HS,2016,333,162,0.486
609733,SULLIVAN HS,2010,137,66,0.482
609733,SULLIVAN HS,2011,112,64,0.571
609733,SULLIVAN HS,2012,169,79,0.467
609733,SULLIVAN HS,2013,129,67,0.519
609733,SULLIVAN HS,2014,129,54,0.419
609733,SULLIVAN HS,2015,134,69,0.515
609733,SULLIVAN HS,2017,110,62,0.564
609733,SULLIVAN HS,2018,118,73,0.619
609733,SULLIVAN HS,2019,137,101,0.737
609733,SULLIVAN HS,2020,161,98,0.609
609733,SULLIVAN HS,2016,131,76,0.58
609734,TAFT HS,2010,435,265,0.609
609734,TAFT HS,2011,466,298,0.639
609734,TAFT HS,2012,516,309,0.599
609734,TAFT HS,2013,505,325,0.644
609734,TAFT HS,2014,603,445,0.738
609734,TAFT HS,2015,613,386,0.63
609734,TAFT HS,2017,655,514,0.785
609734,TAFT HS,2018,636,493,0.775
609734,TAFT HS,2019,651,502,0.771
609734,TAFT HS,2020,712,536,0.753
609734,TAFT HS,2016,673,447,0.664
609735,TILDEN HS,2010,126,47,0.373
609735,TILDEN HS,2011,90,26,0.289
609735,TILDEN HS,2012,116,39,0.336
609735,TILDEN HS,2013,89,36,0.404
609735,TILDEN HS,2014,80,32,0.4
609735,TILDEN HS,2015,82,26,0.317
609735,TILDEN HS,2017,55,24,0.436
609735,TILDEN HS,2018,60,34,0.567
609735,TILDEN HS,2019,50,29,0.58
609735,TILDEN HS,2020,37,15,0.405
609735,TILDEN HS,2016,59,22,0.373
609737,VON STEUBEN HS,2010,295,227,0.769
609737,VON STEUBEN HS,2011,368,293,0.796
609737,VON STEUBEN HS,2012,329,248,0.754
609737,VON STEUBEN HS,2013,310,226,0.729
609737,VON STEUBEN HS,2014,308,249,0.808
609737,VON STEUBEN HS,2015,398,292,0.734
609737,VON STEUBEN HS,2017,351,282,0.803
609737,VON STEUBEN HS,2018,333,276,0.829
609737,VON STEUBEN HS,2019,373,295,0.791
609737,VON STEUBEN HS,2020,434,335,0.772
609737,VON STEUBEN HS,2016,381,307,0.806
609738,LINCOLN PARK HS,2010,444,323,0.727
609738,LINCOLN PARK HS,2011,435,346,0.795
609738,LINCOLN PARK HS,2012,489,348,0.712
609738,LINCOLN PARK HS,2013,454,357,0.786
609738,LINCOLN PARK HS,2014,493,385,0.781
609738,LINCOLN PARK HS,2015,534,425,0.796
609738,LINCOLN PARK HS,2017,507,449,0.886
609738,LINCOLN PARK HS,2018,546,477,0.874
609738,LINCOLN PARK HS,2019,402,335,0.833
609738,LINCOLN PARK HS,2020,466,381,0.818
609738,LINCOLN PARK HS,2016,425,340,0.8
609739,WASHINGTON HS,2010,304,149,0.49
609739,WASHINGTON HS,2011,246,87,0.354
609739,WASHINGTON HS,2012,286,120,0.42
609739,WASHINGTON HS,2013,322,145,0.45
609739,WASHINGTON HS,2014,335,199,0.594
609739,WASHINGTON HS,2015,297,163,0.549
609739,WASHINGTON HS,2017,304,212,0.697
609739,WASHINGTON HS,2018,279,173,0.62
609739,WASHINGTON HS,2019,321,213,0.664
609739,WASHINGTON HS,2020,276,162,0.587
609739,WASHINGTON HS,2016,337,191,0.567
609740,WELLS HS,2010,154,64,0.416
609740,WELLS HS,2011,115,41,0.357
609740,WELLS HS,2012,134,58,0.433
609740,WELLS HS,2013,121,52,0.43
609740,WELLS HS,2014,135,58,0.43
609740,WELLS HS,2015,102,52,0.51
609740,WELLS HS,2017,116,59,0.509
609740,WELLS HS,2018,90,52,0.578
609740,WELLS HS,2019,52,34,0.654
609740,WELLS HS,2020,83,39,0.47
609740,WELLS HS,2016,117,51,0.436
609741,HUBBARD HS,2010,311,154,0.495
609741,HUBBARD HS,2011,279,163,0.584
609741,HUBBARD HS,2012,298,159,0.534
609741,HUBBARD HS,2013,310,180,0.581
609741,HUBBARD HS,2014,346,207,0.598
609741,HUBBARD HS,2015,390,219,0.562
609741,HUBBARD HS,2017,345,243,0.704
609741,HUBBARD HS,2018,409,280,0.685
609741,HUBBARD HS,2019,428,290,0.678
609741,HUBBARD HS,2020,355,213,0.6
609741,HUBBARD HS,2016,343,197,0.574
609745,SOUTHSIDE HS,2010,44,1,0.023
609745,SOUTHSIDE HS,2011,34,0,0
609745,SOUTHSIDE HS,2012,26,0,0
609745,SOUTHSIDE HS,2013,23,0,0
609745,SOUTHSIDE HS,2014,31,0,0
609745,SOUTHSIDE HS,2015,48,1,0.021
609745,SOUTHSIDE HS,2017,29,0,0
609745,SOUTHSIDE HS,2018,48,0,0
609745,SOUTHSIDE HS,2019,57,2,0.035
609745,SOUTHSIDE HS,2020,32,1,0.031
609745,SOUTHSIDE HS,2016,29,0,0
609746,KENWOOD HS,2010,330,252,0.764
609746,KENWOOD HS,2011,288,236,0.819
609746,KENWOOD HS,2012,365,275,0.753
609746,KENWOOD HS,2013,353,257,0.728
609746,KENWOOD HS,2014,318,232,0.73
609746,KENWOOD HS,2015,327,256,0.783
609746,KENWOOD HS,2017,360,299,0.831
609746,KENWOOD HS,2018,342,267,0.781
609746,KENWOOD HS,2019,349,282,0.808
609746,KENWOOD HS,2020,394,264,0.67
609746,KENWOOD HS,2016,332,256,0.771
609748,YORK HS,2010,45,4,0.089
609748,YORK HS,2011,44,2,0.045
609748,YORK HS,2012,41,0,0
609748,YORK HS,2013,29,5,0.172
609748,YORK HS,2014,22,3,0.136
609748,YORK HS,2015,39,2,0.051
609748,YORK HS,2017,32,1,0.031
609748,YORK HS,2018,25,1,0.04
609748,YORK HS,2019,27,3,0.111
609748,YORK HS,2020,22,0,0
609748,YORK HS,2016,49,3,0.061
609749,NORTHSIDE PREP HS,2010,244,217,0.889
609749,NORTHSIDE PREP HS,2011,296,260,0.878
609749,NORTHSIDE PREP HS,2012,247,219,0.887
609749,NORTHSIDE PREP HS,2013,257,231,0.899
609749,NORTHSIDE PREP HS,2014,257,228,0.887
609749,NORTHSIDE PREP HS,2015,259,242,0.934
609749,NORTHSIDE PREP HS,2017,248,238,0.96
609749,NORTHSIDE PREP HS,2018,237,222,0.937
609749,NORTHSIDE PREP HS,2019,268,253,0.944
609749,NORTHSIDE PREP HS,2020,265,247,0.932
609749,NORTHSIDE PREP HS,2016,251,231,0.92
609750,SIMPSON HS,2010,0,0,0
609750,SIMPSON HS,2011,12,5,0.417
609750,SIMPSON HS,2012,21,11,0.524
609750,SIMPSON HS,2013,15,4,0.267
609750,SIMPSON HS,2014,15,10,0.667
609750,SIMPSON HS,2015,9,,
609750,SIMPSON HS,2017,20,11,0.55
609750,SIMPSON HS,2018,10,4,0.4
609750,SIMPSON HS,2019,8,,
609750,SIMPSON HS,2020,11,3,0.273
609750,SIMPSON HS,2016,12,4,0.333
609751,KING HS,2010,179,146,0.816
609751,KING HS,2011,208,167,0.803
609751,KING HS,2012,197,152,0.772
609751,KING HS,2013,205,169,0.824
609751,KING HS,2014,195,168,0.862
609751,KING HS,2015,179,147,0.821
609751,KING HS,2017,130,111,0.854
609751,KING HS,2018,161,139,0.863
609751,KING HS,2019,136,116,0.853
609751,KING HS,2020,112,97,0.866
609751,KING HS,2016,187,156,0.834
609753,CHICAGO AGRICULTURE HS,2010,106,85,0.802
609753,CHICAGO AGRICULTURE HS,2011,119,90,0.756
609753,CHICAGO AGRICULTURE HS,2012,108,82,0.759
609753,CHICAGO AGRICULTURE HS,2013,117,92,0.786
609753,CHICAGO AGRICULTURE HS,2014,115,91,0.791
609753,CHICAGO AGRICULTURE HS,2015,109,87,0.798
609753,CHICAGO AGRICULTURE HS,2017,152,128,0.842
609753,CHICAGO AGRICULTURE HS,2018,144,117,0.813
609753,CHICAGO AGRICULTURE HS,2019,143,99,0.692
609753,CHICAGO AGRICULTURE HS,2020,146,98,0.671
609753,CHICAGO AGRICULTURE HS,2016,133,102,0.767
609754,CHICAGO MILITARY HS,2010,101,71,0.703
609754,CHICAGO MILITARY HS,2011,78,46,0.59
609754,CHICAGO MILITARY HS,2012,87,51,0.586
609754,CHICAGO MILITARY HS,2013,108,59,0.546
609754,CHICAGO MILITARY HS,2014,108,71,0.657
609754,CHICAGO MILITARY HS,2015,58,26,0.448
609754,CHICAGO MILITARY HS,2017,56,33,0.589
609754,CHICAGO MILITARY HS,2018,74,52,0.703
609754,CHICAGO MILITARY HS,2019,43,29,0.674
609754,CHICAGO MILITARY HS,2020,81,41,0.506
609754,CHICAGO MILITARY HS,2016,103,51,0.495
609755,YOUNG HS,2010,474,413,0.871
609755,YOUNG HS,2011,499,430,0.862
609755,YOUNG HS,2012,470,407,0.866
609755,YOUNG HS,2013,454,404,0.89
609755,YOUNG HS,2014,418,363,0.868
609755,YOUNG HS,2015,479,408,0.852
609755,YOUNG HS,2017,463,414,0.894
609755,YOUNG HS,2018,440,389,0.884
609755,YOUNG HS,2019,440,398,0.905
609755,YOUNG HS,2020,470,415,0.883
609755,YOUNG HS,2016,504,424,0.841
609756,CURIE HS,2010,560,341,0.609
609756,CURIE HS,2011,591,363,0.614
609756,CURIE HS,2012,711,418,0.588
609756,CURIE HS,2013,660,422,0.639
609756,CURIE HS,2014,479,292,0.61
609756,CURIE HS,2015,559,368,0.658
609756,CURIE HS,2017,519,400,0.771
609756,CURIE HS,2018,663,466,0.703
609756,CURIE HS,2019,564,392,0.695
609756,CURIE HS,2020,490,318,0.649
609756,CURIE HS,2016,567,357,0.63
609759,CLEMENTE HS,2010,304,127,0.418
609759,CLEMENTE HS,2011,240,91,0.379
609759,CLEMENTE HS,2012,292,118,0.404
609759,CLEMENTE HS,2013,222,93,0.419
609759,CLEMENTE HS,2014,193,81,0.42
609759,CLEMENTE HS,2015,171,74,0.433
609759,CLEMENTE HS,2017,94,64,0.681
609759,CLEMENTE HS,2018,176,88,0.5
609759,CLEMENTE HS,2019,164,106,0.646
609759,CLEMENTE HS,2020,139,68,0.489
609759,CLEMENTE HS,2016,154,76,0.494
609760,CARVER MILITARY HS,2010,88,53,0.602
609760,CARVER MILITARY HS,2011,113,53,0.469
609760,CARVER MILITARY HS,2012,107,50,0.467
609760,CARVER MILITARY HS,2013,109,60,0.55
609760,CARVER MILITARY HS,2014,133,64,0.481
609760,CARVER MILITARY HS,2015,105,48,0.457
609760,CARVER MILITARY HS,2017,108,73,0.676
609760,CARVER MILITARY HS,2018,111,71,0.64
609760,CARVER MILITARY HS,2019,95,59,0.621
609760,CARVER MILITARY HS,2020,122,62,0.508
609760,CARVER MILITARY HS,2016,113,76,0.673
609761,CORLISS HS,2010,185,79,0.427
609761,CORLISS HS,2011,117,53,0.453
